title,description,category,wholesale_price,selling_price,mrp,stock,gst_percent,hsn_code,image_url_1,image_url_2,image_url_3,is_active
"Marvel Spiderman Kids Cap (Red, Cotton) - 1 piece","Marvel Spiderman Kids Cap (Red, Cotton) ? quality product for everyday use, 1 piece.",Fashion,484,470,499,10,12,6204,,,,
MasterChow Chowmein Sauce - 220 g,"MasterChow Chowmein Sauce ? tangy and flavourful accompaniment to elevate every meal, 220 g.",Groceries,165,160,170,10,5,910,,,,
MasterChow Green Chilli Sauce - 190 g,"MasterChow Green Chilli Sauce ? tangy and flavourful accompaniment to elevate every meal, 190 g.",Groceries,67,65,69,10,5,910,,,,
MasterChow Healthy Whole Wheat Noodles - 300 g,"MasterChow Healthy Whole Wheat Noodles ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 300 g.",Groceries,160,155,165,10,5,1101,,,,
MasterChow Korean Masala Ramen Instant Noodles (K-Chow) - 94 g,"MasterChow Korean Masala Ramen Instant Noodles (K-Chow) ? freshly ground spice blend to add authentic flavour to your cooking, 94 g.",Groceries,73,71,75,10,5,910,,,,
Matchbox by Homelites - 5 units,"Matchbox by Homelites ? quality product for everyday use, 5 units.",Groceries,10,9,10,10,,,,,,
Mattel UNO Card Game - 1 UNIT,Mattel UNO Card Game ? fun and engaging toy for kids of all ages.,Groceries,145,140,149,10,,,,,,
Mattel UNO Show ??m No Mercy Card Game - 1 UNIT,Mattel UNO Show ??m No Mercy Card Game ? fun and engaging toy for kids of all ages.,Groceries,271,263,279,10,,,,,,
Mauli Kalawa Thread Moli by ServDharm - 1 pack (3 pieces),"Mauli Kalawa Thread Moli by ServDharm ? quality product for everyday use, 1 pack (3 pieces).",Groceries,87,85,90,10,,,,,,
Maybelline New York Colossal Kajal (Deep Black) - 0.35 GM,"Maybelline New York Colossal Kajal (Deep Black) ? premium makeup for a flawless and long-lasting look, 0.35 GM.",Beauty,213,207,220,10,18,3304,,,,
Maybelline New York Fit Me Compact Powder (Warm Nude 128) - 6 g,"Maybelline New York Fit Me Compact Powder (Warm Nude 128) ? premium makeup for a flawless and long-lasting look, 6 g.",Beauty,251,244,259,10,18,3304,,,,
Maybelline New York Fit Me Matte + Poreless Liquid Foundation (Light Beige 118) - 30 ml,Maybelline New York Fit Me Matte + Poreless Liquid Foundation (Light Beige 118) ? energy-efficient lighting solution for home and office use.,Beauty,630,611,649,10,18,3304,,,,
Maybelline New York Serum Lipstick (002 Maybe It's)(Tube) - 4.5 g,"Maybelline New York Serum Lipstick (002 Maybe It's)(Tube) ? advanced skincare formula for radiant and healthy-looking skin, 4.5 g.",Beauty,581,564,599,10,18,3304,,,,
MCaffeine Body Mini Polishing Gift Set - 1 unit,"MCaffeine Body Mini Polishing Gift Set ? quality product for everyday use, 1 unit.",Groceries,290,281,299,10,5,910,,,,
McVitie's Hobnobs Crunchy Chocochip Cookies(Tray) - 75 GM,"McVitie's Hobnobs Crunchy Chocochip Cookies(Tray) ? crispy and delicious snack perfect for anytime munching, 75 GM.",Groceries,31,30,32,10,18,1806,,,,
Meditive Bluetooth Digital BMI Weighing Machine - 1 unit,Meditive Bluetooth Digital BMI Weighing Machine offering precision and convenience for daily household needs.,Electronics,"2,909","2,822","2,999",10,18,8543,,,,
Meditive Rubber Hot Water Bag 2 L - 1 piece,"Meditive Rubber Hot Water Bag 2 L ? pure and refreshing hydration for everyday use, 1 piece.",Groceries,484,470,499,10,12,2202,,,,
Meiji Hello Panda Chocolate Center Filled Biscuits(Carton) - 50 g,Meiji Hello Panda Chocolate Center Filled Biscuits(Carton) ? energy-efficient lighting solution for home and office use.,Groceries,97,94,100,10,12,2202,,,,
Meiji Hello Panda Milk Flavour Center Filled Biscuits(Carton) - 47 GM,Meiji Hello Panda Milk Flavour Center Filled Biscuits(Carton) ? energy-efficient lighting solution for home and office use.,Groceries,86,84,89,10,18,1806,,,,
Meiji Yan Yan Double Dip Biscuit Sticks (Chocolate & Vanilla) - 44 GM,"Meiji Yan Yan Double Dip Biscuit Sticks (Chocolate & Vanilla) ? indulgent chocolate treat with rich cocoa flavour, 44 GM.",Groceries,104,101,107,10,12,2202,,,,
Mentos Grape Toffee(Wrap) - 29.7 GM,"Mentos Grape Toffee(Wrap) ? sweet and flavourful candy treat loved by all ages, 29.7 GM.",Groceries,96,93,99,10,18,1806,,,,
Mentos Mint Mint Candies(Wrap) - 29 g,"Mentos Mint Mint Candies(Wrap) ? durable and convenient storage solution to keep food fresh, 29 g.",Groceries,96,93,99,10,,,,,,
Mentos Pure Fresh Chewing Gum Variety Pack - 46.8 GM,"Mentos Pure Fresh Chewing Gum Variety Pack ? quality product for everyday use, 46.8 GM.",Groceries,97,94,100,10,,,,,,
Me-O Dry Cat Food Tuna - 1.2 kg,"Me-O Dry Cat Food Tuna ? nutritionally balanced pet food for a healthy and active pet, 1.2 kg.",Groceries,436,423,450,10,12,2309,,,,
Me-O Seafood Adult Dry Cat Food - 3 kg,"Me-O Seafood Adult Dry Cat Food ? nutritionally balanced pet food for a healthy and active pet, 3 kg.",Groceries,980,950,"1,010",10,12,2309,,,,
Me-O Tuna & Sardine in Jelly Wet Cat Food - Pack of 12 - 12 x 80 g,"Me-O Tuna & Sardine in Jelly Wet Cat Food ? nutritionally balanced pet food for a healthy and active pet, Pack of 12.",Groceries,466,452,480,10,12,2309,,,,
Metalux Pressure Cooker (Stainless Steel) - 1 unit,Metalux Pressure Cooker (Stainless Steel) built for reliable daily home use with energy-efficient performance.,Electronics,"2,614","2,536","2,695",10,18,8543,,,,
Mila Beaut - 4.5 ml,"Mila Beaut ? quality product for everyday use, 4.5 ml.",Groceries,242,234,249,10,,,,,,
Milaf Dates Cola Limited Edition Zero Sugar Soft Drink - 240 ml,"Milaf Dates Cola Limited Edition Zero Sugar Soft Drink ? refreshing drink to quench your thirst anytime, 240 ml.",Groceries,193,187,199,10,12,2202,,,,
Milk Cake Amul - 200 g,"Milk Cake Amul ? quality product for everyday use, 200 g.",Groceries,121,118,125,10,12,2106,,,,
Milk Cake by Lal(Carton) - 200 g,"Milk Cake by Lal(Carton) ? quality product for everyday use, 200 g.",Groceries,154,150,159,10,12,2106,,,,
Milk Peda with 66% Khoa by GO DESi - 180 GM,"Milk Peda with 66% Khoa by GO DESi ? quality product for everyday use, 180 GM.",Groceries,146,141,150,10,,,,,,
Millets & More Cheese Millet Bhel - 150 g,"Millets & More Cheese Millet Bhel ? smooth and rich cheese ideal for snacking, cooking and baking, 150 g.",Groceries,73,71,75,10,12,405,,,,
Millets & More Ragi Kurmura - 200 g,"Millets & More Ragi Kurmura ? quality product for everyday use, 200 g.",Groceries,48,47,50,10,5,1101,,,,
Milton Charge 1000 Copper Bottle - 1 UNIT,"Milton Charge 1000 Copper Bottle ? quality product for everyday use, 1 UNIT.",Groceries,"1,203","1,167","1,240",10,,,,,,
Milton Helix Plastic Bottle Set for Fridge (Blue)(Glass Bottle) - 1 unit,"Milton Helix Plastic Bottle Set for Fridge (Blue)(Glass Bottle) ? quality kitchenware for everyday cooking and dining, 1 unit.",Groceries,131,127,135,10,,,,,,
Mimiko Balance Bike with adjustable seat & handle - 1 unit,"Mimiko Balance Bike with adjustable seat & handle ? quality product for everyday use, 1 unit.",Groceries,"5,334","5,174","5,499",10,,,,,,
Minimalist Vitamin B5 10% Gel Moisturizer(Tube) - 50 g,"Minimalist Vitamin B5 10% Gel Moisturizer(Tube) ? hydrating formula to keep your skin soft and smooth, 50 g.",Beauty,339,328,349,10,18,3304,,,,
Mirada Doll Jacket Elena Doll Soft Toy - 1 UNIT,Mirada Doll Jacket Elena Doll Soft Toy ? comfortable and stylish wear for everyday use.,Fashion,727,705,749,10,12,6204,,,,
Mirada Key Chain - 1 unit,"Mirada Key Chain ? aromatic and refreshing brew to energise your day, 1 unit.",Groceries,242,234,249,10,,,,,,
Mirinda Orange Soft Drink (2.25 l) - 2.25 l,"Mirinda Orange Soft Drink (2.25 l) ? refreshing drink to quench your thirst anytime, 2.25 l.",Groceries,97,94,100,10,,,,,,
Mirinda Soda Kem Soft Drink - 320 ml,"Mirinda Soda Kem Soft Drink ? refreshing drink to quench your thirst anytime, 320 ml.",Groceries,174,168,179,10,12,2202,,,,
Miss Nails Minis Nail Paint Kit (All Nudes) - 24 ml,"Miss Nails Minis Nail Paint Kit (All Nudes) ? quality product for everyday use, 24 ml.",Groceries,290,281,299,10,,,,,,
Miss Nails Nail Paint (Holo Flakes) - 6 ml,"Miss Nails Nail Paint (Holo Flakes) ? quality product for everyday use, 6 ml.",Groceries,193,187,199,10,,,,,,
"Modern Art Scholar Deep in Thought Table Accent Showpiece (Black, Golden) - The Artment - 1 unit","Modern Art Scholar Deep in Thought Table Accent Showpiece (Black, Golden) ? quality product for everyday use, The Artment.",Home,"1,576","1,529","1,625",10,12,3926,,,,
Moi Soi Shirataki Udon Noodles - Keto Low Calorie - 270 GM,"Moi Soi Shirataki Udon Noodles ? quality product for everyday use, Keto Low Calorie.",Home,213,207,220,10,18,3808,,,,
Moi Soi Thai Rice Stick Noodles - Made with Thai Rice - 400 g,"Moi Soi Thai Rice Stick Noodles ? premium quality rice with long grains, ideal for everyday meals, Made with Thai Rice.",Groceries,281,273,290,10,5,1101,,,,
Moi Soi White Rice Paper (22cm) - 100 g,"Moi Soi White Rice Paper (22cm) ? premium quality rice with long grains, ideal for everyday meals, 100 g.",Groceries,184,179,190,10,5,1101,,,,
"MomsHome Anti-Skid Kids Socks (Multicolour, 2 - 3 years) - 3 pairs","MomsHome Anti-Skid Kids Socks (Multicolour, 2 ? quality product for everyday use, 3 years).",Fashion,484,470,499,10,12,6204,,,,
MomsHome Baby Gift Set - 1 set,"MomsHome Baby Gift Set ? gentle and safe product designed for your little one's comfort, 1 set.",Health & Wellness,824,799,849,10,12,3401,,,,
MomsHome Muslin Baby Towel (Sea Green) - 1 Piece,"MomsHome Muslin Baby Towel (Sea Green) ? gentle and safe product designed for your little one's comfort, 1 Piece.",Health & Wellness,"1,745","1,693","1,799",10,12,3401,,,,
Monopoly Classic Board Game (New 2025 Version) - 1 set,Monopoly Classic Board Game (New 2025 Version) ? fun and engaging toy for kids of all ages.,Sports,"1,260","1,222","1,299",10,18,9503,,,,
Monopoly Deal - Harry Potter Card Game - 1 PACK,"Monopoly Deal ? quality product for everyday use, Harry Potter Card Game.",Groceries,359,348,370,10,,,,,,
Monopoly Deal Card Game - 1 UNIT,Monopoly Deal Card Game ? fun and engaging toy for kids of all ages.,Groceries,310,301,320,10,,,,,,
Monster Zero Sugar Energy Drink - 500 ML,"Monster Zero Sugar Energy Drink ? refreshing drink to quench your thirst anytime, 500 ML.",Groceries,359,348,370,10,12,2202,,,,
Monster Zero Sugar Ultra Energy Drink - 350 ml,"Monster Zero Sugar Ultra Energy Drink ? refreshing drink to quench your thirst anytime, 350 ml.",Groceries,121,118,125,10,12,2202,,,,
Moody Perfume Gift Set - 4 x 1 unit,"Moody Perfume Gift Set ? long-lasting fragrance for all-day freshness and confidence, 4 x 1 unit.",Beauty,581,564,599,10,18,3304,,,,
Moody Premium Perfume Gift Set - 1 pack (8 pieces),"Moody Premium Perfume Gift Set ? long-lasting fragrance for all-day freshness and confidence, 1 pack (8 pieces).",Beauty,477,463,492,10,18,3304,,,,
Moov Cool Therapy Pain Relief Spray - 35 g,"Moov Cool Therapy Pain Relief Spray ? quality product for everyday use, 35 g.",Groceries,180,175,186,10,,,,,,
Moov Instant Pain Relief Spray (80 g) - 80 g,"Moov Instant Pain Relief Spray (80 g) ? quality product for everyday use, 80 g.",Groceries,351,341,362,10,,,,,,
Moov Instant Pain Relief Spray - 50 GM,"Moov Instant Pain Relief Spray ? quality product for everyday use, 50 GM.",Groceries,226,219,233,10,,,,,,
Mooz Organic Vegetable Tofu - 200 GM,"Mooz Organic Vegetable Tofu ? quality product for everyday use, 200 GM.",Groceries,116,113,120,10,12,2106,,,,
More Light Extra Power Liquid Detergent - 5 LT,More Light Extra Power Liquid Detergent ? energy-efficient lighting solution for home and office use.,Home,519,503,535,10,18,3402,,,,
Morisons Baby Dreams Soft Baby Wipes - 216 pack,"Morisons Baby Dreams Soft Baby Wipes ? gentle and safe product designed for your little one's comfort, 216 pack.",Health & Wellness,364,353,375,10,12,3401,,,,
Morning Fresh Hangover Solution (Cola) - 60 ml,"Morning Fresh Hangover Solution (Cola) ? refreshing drink to quench your thirst anytime, 60 ml.",Groceries,121,118,125,10,12,2202,,,,
Mortein Advanced Anti Mosquito Racquet - 1 UNIT,"Mortein Advanced Anti Mosquito Racquet ? effective protection against mosquitoes and insects for a peaceful night, 1 UNIT.",Home,630,612,650,10,18,3808,,,,
Mother Sparsh Little Sunshine Baby Gift Set - 750 g,"Mother Sparsh Little Sunshine Baby Gift Set ? gentle and safe product designed for your little one's comfort, 750 g.",Health & Wellness,964,935,994,10,12,3401,,,,
Mother Sparsh Mosquito Repellent Patches - 24 pieces,"Mother Sparsh Mosquito Repellent Patches ? effective protection against mosquitoes and insects for a peaceful night, 24 pieces.",Home,242,234,249,10,18,3808,,,,
Mother Sparsh Natural Vapour Patches - 1 pack (5 pieces),"Mother Sparsh Natural Vapour Patches ? quality product for everyday use, 1 pack (5 pieces).",Groceries,218,212,225,10,,,,,,
Mother Sparsh Plant Powered Natural Baby Wipes (Cucumber) - 3 packs,"Mother Sparsh Plant Powered Natural Baby Wipes (Cucumber) ? gentle and safe product designed for your little one's comfort, 3 packs.",Health & Wellness,579,562,597,10,12,3401,,,,
Mother's Recipe Chana Masala Papad - 180 g,"Mother's Recipe Chana Masala Papad ? freshly ground spice blend to add authentic flavour to your cooking, 180 g.",Groceries,82,80,85,10,5,1101,,,,
Mother's Recipe Moong Dal Papad - 180 g,"Mother's Recipe Moong Dal Papad ? premium quality pulses, nutritious and easy to cook, 180 g.",Groceries,73,71,75,10,5,1101,,,,
Mother's Recipe Punjabi Masala Papad - 180 g,"Mother's Recipe Punjabi Masala Papad ? freshly ground spice blend to add authentic flavour to your cooking, 180 g.",Groceries,84,82,87,10,5,910,,,,
Mother's Recipe Sabudana Papad - 70 g,"Mother's Recipe Sabudana Papad ? quality product for everyday use, 70 g.",Groceries,31,30,32,10,5,1101,,,,
Mother's Recipe Tamarind Date Chutney - 200 GM,"Mother's Recipe Tamarind Date Chutney ? tangy and flavourful accompaniment to elevate every meal, 200 GM.",Groceries,68,66,70,10,5,910,,,,
Motichoor Ghee Laddu by Daadi's - 200 g,"Motichoor Ghee Laddu by Daadi's ? pure and aromatic ghee prepared from fresh milk, rich in taste, 200 g.",Groceries,165,160,170,10,12,405,,,,
Motomax Chain Lubricant Spray for Chains in Bikes - 100 ml,"Motomax Chain Lubricant Spray for Chains in Bikes ? aromatic and refreshing brew to energise your day, 100 ml.",Groceries,165,160,170,10,,,,,,
Motomax Leather & Upholstery Car Cleaner - 200 ml,"Motomax Leather & Upholstery Car Cleaner ? powerful cleaning formula for sparkling clean results every time, 200 ml.",Groceries,262,254,270,10,,,,,,
Motomax Protectant Spray - 1 unit,"Motomax Protectant Spray ? quality product for everyday use, 1 unit.",Groceries,146,141,150,10,,,,,,
Motorzee Blind Spot Mirror - 2 units,"Motorzee Blind Spot Mirror ? quality kitchenware for everyday cooking and dining, 2 units.",Groceries,193,187,199,10,,,,,,
Motorzee Car Dustbin - 1 unit,"Motorzee Car Dustbin ? quality product for everyday use, 1 unit.",Groceries,193,187,199,10,,,,,,
Mountain Dew Lime Soft Drink Can - 6 x 330 ml,"Mountain Dew Lime Soft Drink Can ? refreshing drink to quench your thirst anytime, 6 x 330 ml.",Groceries,233,226,240,10,,,,,,
Moxie Beauty Ultra Hydrating Conditioner - 50 ml - 50 ml,"Moxie Beauty Ultra Hydrating Conditioner ? nourishing formula for healthy, strong and shiny hair, 50 ml.",Beauty,286,278,295,10,18,3304,,,,
Mr Muscle Dranex Drain Cleaner Powder - 8 x 50 g,"Mr Muscle Dranex Drain Cleaner Powder ? premium makeup for a flawless and long-lasting look, 8 x 50 g.",Beauty,238,231,245,10,18,3304,,,,
Mr Muscle Toilet Cleaner (500 ml) - 500 ml,"Mr Muscle Toilet Cleaner (500 ml) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 500 ml.",Groceries,96,93,99,10,,,,,,
Mr Rice B - 400 g,"Mr Rice B ? premium quality rice with long grains, ideal for everyday meals, 400 g.",Groceries,252,245,260,10,5,1101,,,,
Mr Rice B?nh Tr?ng Rice Paper - 400 GM,"Mr Rice B?nh Tr?ng Rice Paper ? premium quality rice with long grains, ideal for everyday meals, 400 GM.",Groceries,213,207,220,10,5,1101,,,,
Mr. Makhana Lime & Chilli Flavoured Makhana - 27.5 g,"Mr. Makhana Lime & Chilli Flavoured Makhana ? freshly ground spice blend to add authentic flavour to your cooking, 27.5 g.",Groceries,48,46,49,10,18,1806,,,,
Mr. Makhana Piri Piri Paradise Flavoured Makhana (Standee Pouch) - 55.0 GM,"Mr. Makhana Piri Piri Paradise Flavoured Makhana (Standee Pouch) ? quality product for everyday use, 55.0 GM.",Groceries,146,141,150,10,18,1806,,,,
Mr. Makhana Pudina Party Flavoured Makhana - 21 g,"Mr. Makhana Pudina Party Flavoured Makhana ? quality product for everyday use, 21 g.",Groceries,48,47,50,10,18,1806,,,,
Mr. White Detergent Powder with 2X Active Power - 4 KG,"Mr. White Detergent Powder with 2X Active Power ? premium makeup for a flawless and long-lasting look, 4 KG.",Beauty,364,353,375,10,18,3304,,,,
MTR Dal Makhani Ready to Eat - 300 GM,"MTR Dal Makhani Ready to Eat ? premium quality pulses, nutritious and easy to cook, 300 GM.",Groceries,108,104,111,10,5,1101,,,,
MTR Gulab Jamun Mix - 175 g,"MTR Gulab Jamun Mix ? quality product for everyday use, 175 g.",Groceries,125,121,129,10,12,2106,,,,
MTR Gulab Jamun Mix - 175 GM,"MTR Gulab Jamun Mix ? quality product for everyday use, 175 GM.",Groceries,131,127,135,10,12,2106,,,,
MTR Paneer Butter Masala Ready to Eat - 300 GM,"MTR Paneer Butter Masala Ready to Eat ? creamy and fresh butter, perfect for cooking and spreading, 300 GM.",Groceries,134,130,138,10,12,405,,,,
MTR Rice Regular Vermicelli - 400 g,"MTR Rice Regular Vermicelli ? premium quality rice with long grains, ideal for everyday meals, 400 g.",Groceries,63,61,65,10,5,1101,,,,
MTR Roasted Vermicelli - 850.0 GM,"MTR Roasted Vermicelli ? quality product for everyday use, 850.0 GM.",Groceries,131,127,135,10,,,,,,
MTR Uttappam Breakfast Mix - 500 GM,"MTR Uttappam Breakfast Mix ? quality product for everyday use, 500 GM.",Groceries,138,134,142,10,,,,,,
MTR Vermicelli- Upma - 160 g,"MTR Vermicelli- Upma ? quality product for everyday use, 160 g.",Groceries,60,58,62,10,,,,,,
Multicolour Pixel Light (1.5 W) - Parax - 1 unit,Multicolour Pixel Light (1.5 W) ? energy-efficient lighting solution for home and office use.,Groceries,678,658,699,10,,,,,,
MuscleBlaze Clean Raw Whey Protein Concentrate (Unflavoured) - 1 KG,"MuscleBlaze Clean Raw Whey Protein Concentrate (Unflavoured) ? nutritional supplement to support your health and wellness goals, 1 KG.",Home,"2,812","2,728","2,899",10,18,3808,,,,
MuscleBlaze Mirconised Creatine Monohydrate CreAMP Powder (Unflavoured) - 100 g,"MuscleBlaze Mirconised Creatine Monohydrate CreAMP Powder (Unflavoured) ? hydrating formula to keep your skin soft and smooth, 100 g.",Beauty,697,677,719,10,18,3304,,,,
